Business Name,Phone Number,Address,Website,Emails,Search Phrase Used,Profile Category
Gensler,080670 82000,"522/1, Chinmaya Mission Hospital Rd, 1st Stage, Defence Colony, Indiranagar, Bengaluru, Karnataka 560038, India",http://www.gensler.com/,,Architects in Indiranagar Bangalore,Customer
DSP Design AssociatesPvt. Ltd,080 4649 5333,"580, 9th A Main Rd, Stage 1, Indiranagar, Bengaluru, Karnataka 560038, India",http://dspdesign.co.in/,,Architects in Indiranagar Bangalore,Customer
Studio Chintala,063635 81592,"2nd Floor, 657, 100 Feet Rd, Stage 3, Indiranagar, Bengaluru, Karnataka 560038, India",http://www.studiochintala.com/,,Architects in Indiranagar Bangalore,Customer
M Moser Associates,080 4900 0600,"2nd & 3rd Floor, MSquare, No 374, 100 Feet Rd, HAL 2nd Stage, Indiranagar, Bengaluru, Karnataka 560008, India",https://www.mmoser.com/?utm_source=Bengalurugoogleofficelisting,,Architects in Indiranagar Bangalore,Customer
M A Architects,080 4115 3691,"No 10/1-1 2nd Floor 7th Main 1st cross, Appareddy Palya Rd, Near ESI Hospital Indiranagar, Motappapalya, Indiranagar, Bengaluru, Karnataka 560008, India",http://maarchitects.in/,"hr@maarchitects.in, connect@maarchitects.in",Architects in Indiranagar Bangalore,Customer
Aus Architecture,080 4953 0939,"25, 80 Feet Rd, Hal, HAL 3rd Stage, Indiranagar, Bengaluru, Karnataka 560075, India",http://www.ausarchitecture.com/,,Architects in Indiranagar Bangalore,Customer
ABHYNAV ARCHITECTS,080505 05703,"#21/2, Paramahansa Yogananda Rd, near Steel Case, Stage 3, Indiranagar, Bengaluru, Karnataka 560008, India",,,Architects in Indiranagar Bangalore,Customer
Dutta And Kannan Architects,080 4113 3222,"3625, 7th Cross Rd, HAL 2nd Stage, Doopanahalli, Indiranagar, Bengaluru, Karnataka 560008, India",http://www.dkaindia.com/,,Architects in Indiranagar Bangalore,Customer
CLUB A,080 3551 1562,"Shop No – 776, Ground Floor, 100 Feet Rd, HAL 2nd Stage, Doopanahalli, Indiranagar, Bengaluru, Karnataka 560008, India",https://www.nnnow.com/,care@nnnow.com,Retail Shops in Indiranagar Bangalore,Customer
"Westside - Indira Nagar, Bangalore",022 6700 9000,"100 Feet Rd, HAL 2nd Stage, Doopanahalli, Domlur, Bengaluru, Karnataka 560008, India",https://www.westside.com/?utm_source=google-gmb&utm_medium=gmb-seo-url&utm_campaign=westside-gmb,,Retail Shops in Indiranagar Bangalore,Customer
"Rare Rabbit, Indiranagar",091677 81241,"Shop No 2, Ground &, 100 Feet Rd, HAL 2nd Stage, Defence Colony, Indiranagar, Bengaluru, Karnataka 560008, India",https://stores-rarerabbit.thehouseofrare.com/rare-rabbit-indiranagar-indra-nagar-blr-men-s-clothes-shop-indiranagar-bengaluru-303991/Home,"Rrbrigade2@rarrerabbit.in, rrbrigade3@thehouseofrare.com, rrforumkor@rarerabbit.in, rrlulublr@rarerabbit.in, rrub@rarerabbit.in, thorjayanagar@thehouseofrare.com, rrbrigade@rarerabbit.in, Rrpmcblr@rarerabbit.in, rrmsblr@rarerabbit.in, Rrindranagar@rarerabbit.in, rrhsr@rarerabbit.in, thorkamanahalli@thehouseofrare.com, thorvega@thehousepfrare.com",Retail Shops in Indiranagar Bangalore,Customer
Peter England indiranagar 100 feet road,080 4210 2261,"100 Feet Rd, next to hira nandani, HAL 2nd Stage, Appareddipalya, Indiranagar, Bengaluru, Karnataka 560008, India",,,Retail Shops in Indiranagar Bangalore,Customer
Nothing Store Bengaluru,078991 97061,"No. 660, 100 Feet Rd, Binnamangala 1st Stage, Hoysala Nagar, Indiranagar, Bengaluru, Karnataka 560038, India",https://in.nothing.tech/,,Retail Shops in Indiranagar Bangalore,Customer
"Pantaloons (Indiranagar, Bengaluru)",095137 03054,"Indiranagar, Ward No 72, PID No 72, No 761, 100 Feet Rd, opposite to SBI Bank, HAL 2nd Stage, Appareddipalya, Indiranagar, Bengaluru, Karnataka 560008, India",https://stores.pantaloons.com/pantaloons/stores-in-bengaluru/stores-in-indiranagar/pantaloons-in-indiranagar-bengaluru--6fa42730-0dd4-4eb1-ba14-35663422c1fc/home,customercare@abfrl.adityabirla.com,Retail Shops in Indiranagar Bangalore,Customer
Max,096637 10472,"497, Chinmaya Mission Hospital Rd, 1st Stage, Binnamangala, Defence Colony, Indiranagar, Bengaluru, Karnataka 560038, India",https://stores.maxfashion.in/max-binnamangala-shopping-centre-binnamangala-bengaluru-105504/Home?utm_source=locator&utm_medium=googleplaces,"blrrtnagar.maxsm@landmarkgroup.in, blrgopalan.maxsm@landmarkgroup.in, blrmktcity.maxsm@landmarkgroup.in, blrindngr.maxsm@landmarkgroup.in, blrhsr.maxsm@landmarkgroup.in, u00a0help.in@maxfashion.com, blroasis.maxsm@landmarkgroup.in, blrmsrelements.maxsm@landmarkgroup.in, blrcomst.maxsm@landmarkgroup.in, blrkammanahalli.maxsm@landmarkgroup.in, jayanagar.maxsm@landmarkgroup.in, blrmhalli.maxsm@landmarkgroup.in, blrrmnagar.maxsm@landmarkgroup.in, blrmantri.maxsm@landmarkgroup.in",Retail Shops in Indiranagar Bangalore,Customer
Varnam Craft Collective,080 2525 0360,"No.1332, 1332, Paramahansa Yogananda Rd, Indira Nagar II Stage, Stage 2, Indiranagar, Bengaluru, Karnataka 560008, India",http://www.varnamstore.in/,,Retail Shops in Indiranagar Bangalore,Customer
"Cult Store - Indiranagar - Exclusive - | Activewear, Footwear, Treadmills & Massagers |",081470 13297,"Ground floor, 2989/1a, 12th Main Rd, 7th Cross, HAL 2nd Stage, Indiranagar, Bengaluru, Karnataka 560092, India",https://cultstore.com/pages/store-locator,,Retail Shops in Indiranagar Bangalore,Customer
TRENDS,090663 34135,"Muncipal No -724, No 82, BBMP PID, 1-724, Chinmaya Mission Hospital Rd, First Stage, Defence Colony, Indiranagar, Bengaluru, Karnataka 560034, India",https://trends.shop/page/trends-cmh-road-indiranagar-bengaluru,,Retail Shops in Indiranagar Bangalore,Customer
Sling Spirits,085279 66648,"655 10th A Main Road, 100 Feet Rd, Stage 1, Indiranagar, Bengaluru, Karnataka 560038, India",,,Retail Shops in Indiranagar Bangalore,Customer
Blush,080 4116 1655,"Shetty Towers, 548, Chinmaya Mission Hospital Rd, Binnamangala, Stage 1, Indiranagar, Bengaluru, Karnataka 560038, India",,,Retail Shops in Indiranagar Bangalore,Customer
Mokobara Retail Store | Indiranagar,089043 97017,"JK Plaza, 788, 12th Main Rd, HAL 2nd Stage, Doopanahalli, Indiranagar, Bengaluru, Karnataka 560008, India",http://mokobara.com/,,Retail Shops in Indiranagar Bangalore,Customer
Praj Industries Limited,080 2521 0703,"3018, 12th Main Rd, Hal, Indiranagar, Bengaluru, Karnataka 560038, India",https://www.praj.net/,,Manufacturing Companies in Indiranagar Bangalore,Customer
SION Semiconductors Private Limited,077605 04602,"2nd Floor, 494, Chinmaya Mission Hospital Rd, Indira Nagar 1st Stage, Stage 1, Indiranagar, Bengaluru, Karnataka 560038, India",https://www.sionsemi.com/,info@sionsemi.com,Manufacturing Companies in Indiranagar Bangalore,Customer
CPF (India) Pvt Ltd,080667 46300,"841/1, 100ft Road, Binnamangala, 1st Stage, Indiranagar, Bengaluru, Karnataka 560038, India",http://www.cpbrandindia.com/,,Manufacturing Companies in Indiranagar Bangalore,Customer
Funambolo Technologies Pvt Ltd,080 2520 2005,"#657, 17th C Cross Rd, 2nd Stage, Stage 2, Eshwara Layout, Indiranagar, Bengaluru, Karnataka 560008, India",http://www.funambolo.co.in/,,Manufacturing Companies in Indiranagar Bangalore,Customer
Protocentral Electronics Pvt Ltd,099166 37700,"2nd Floor, 526, 7th Cross Rd, Hal, HAL 3rd Stage, Jeevan Bima Nagar, Bengaluru, Karnataka 560075, India",https://www.protocentral.com/,sales@protocentral.com,Manufacturing Companies in Indiranagar Bangalore,Customer
International Aerospace Manufacturing Pvt. Ltd.,080 2519 6700,"Survey No.3, Hobli, Kempapura, Bellandur, Village, Varthur, Bengaluru, Karnataka 560037, India",http://www.iampl.co.in/,info@iampl.co.in,Manufacturing Companies in Indiranagar Bangalore,Customer
SENSES ELECTRONICS PVT LTD BENGALURU,070668 10505,"Brindavan, Ground Floor, 129, 10th Cross Rd, near Indiranagar metro, First Stage, Stage 1, Indiranagar, Bengaluru, Karnataka 560038, India",https://senseselec.com/,sales@senseselec.com,Manufacturing Companies in Indiranagar Bangalore,Customer
Paragon Tapes – Leading Manufacturer & Supplier of Industrial Adhesive Tapes,096060 19465,"Ground Floor, 10th Main, 771, 10th Cross Rd, 2nd Stage, Stage 3, Indiranagar, Bengaluru, Karnataka 560038, India",https://www.paragontapes.co.in/,,Manufacturing Companies in Indiranagar Bangalore,Customer
Pendios Technologies Pvt. Ltd.,080 2520 3682,"328 ,1st floor, Stage Rd, Indira Nagar 1st Stage, Stage 1, Indiranagar, Bengaluru, Karnataka 560038, India",http://www.pendios.com/,info@pendios.com,Manufacturing Companies in Indiranagar Bangalore,Customer
HummingBrains Technologies Private Limited,099000 26806,"464, Shri Krishna Temple Rd, Indira Nagar 1st Stage, Stage 1, Indiranagar, Bengaluru, Karnataka 560038, India",http://www.hummingbrains.com/,info@hummingbrains.com,Manufacturing Companies in Indiranagar Bangalore,Customer
Zreyah Semiconductor Systems Pvt. Ltd.,080 4211 5298,"No. 2, Sy No. 49/1 & 49/3, AM Industrial Area, Hosur Main Road Hongasandra Village, Hobli, Chikka Begur, Industrial Layout, Begur, Bengaluru, Karnataka 560068, India",http://zreyahsemicon.com/,"rajesh@zreyahsemicon.com
, customercare@zreyahsemicon.com
, rajesh@zreyahsemicon.com, customercare@zreyahsemicon.com",Manufacturing Companies in Indiranagar Bangalore,Customer
Climaveneta India HO,080 4246 6900,"180, 9th Cross Rd, Binnamangala, Hoysala Nagar, Indiranagar, Bengaluru, Karnataka 560038, India",https://in.climaveneta.com/,,Manufacturing Companies in Indiranagar Bangalore,Customer
VENSON POWER SOLUTIONS,099162 31690,"Defence Colony, Indiranagar, Bengaluru, Karnataka 560038, India",,,Manufacturing Companies in Indiranagar Bangalore,Customer
Thyssenkrupp Aerospace India Pvt Ltd,08071 177 000,"98 & 99, Bengaluru Aerospace SEZ Park KIADB Industrial Area, Budigere, Sulibele, B.Marenahalli, Bengaluru, Karnataka 562165, India",https://www.thyssenkrupp-aerospace.com/,,Manufacturing Companies in Indiranagar Bangalore,Customer
Euronics Industries Pvt. Ltd. Bangalore,080109 30930,"Euronics Industries Pvt. Ltd. 557, ground floor, 9th A Main Road, 1st Stage Rd, Binnamangala, Hoysala Nagar, Indiranagar, Bengaluru, Karnataka 560038, India",https://www.euronics.co.in/,,Manufacturing Companies in Indiranagar Bangalore,Customer
MumStars Tech India Pvt Ltd,080731 95253,"2nd Floor, No 235, 13th Cross Rd, Binnamangala, Doopanahalli, Indiranagar, Bengaluru, Karnataka 560038, India",https://www.mumstarstech.com/,info@mumstarstech.com,Small Businesses in Indiranagar Bangalore,Customer
Small Array,090367 50573,"2nd Main Rd, Indira Nagar 1st Stage, Stage 1, Indiranagar, Bengaluru, Karnataka 560038, India",http://www.smallarray.com/,"you@company.com, info@smallarray.com",Small Businesses in Indiranagar Bangalore,Customer
CREO IT Private Limited,080 4959 4706,"2nd floor, 868, 3rd Cross Rd, HAL 2nd Stage, Appareddipalya, Indiranagar, Bengaluru, Karnataka 560008, India",http://creoit.com/,,Small Businesses in Indiranagar Bangalore,Customer
RPGS software Pvt. Ltd,063642 33559,"Paramahansa Yogananda Rd, Indira Nagar II Stage, Hoysala Nagar, Indiranagar, Bengaluru, Karnataka 560038, India",,,Small Businesses in Indiranagar Bangalore,Customer
Affordable Business Solutions (ABS),080 4245 7457,"565/E, 7th Main Rd, 2nd Stage, HAL 2nd Stage, Indiranagar, Bengaluru, Karnataka 560008, India",http://www.abs.in/,"sales@abs.in, Sales@abs.in",Small Businesses in Indiranagar Bangalore,Customer
NeoLotex Business Solutions Private Limited,088844 59038,"NO.701,A Wing, 7th Floor, Carlton Towers, HAL Old Airport Rd, HAL 2nd Stage, Kodihalli, Bengaluru, Karnataka 560008, India",http://neolotex.com/,sales@neolotex.com,Small Businesses in Indiranagar Bangalore,Customer
HummingWave Technologies,080 4164 3443,"607, 12th Main Rd, 7th Cross, HAL 2nd Stage, Domlur Village, Indiranagar, Bengaluru, Karnataka 560008, India",http://hummingwave.com/,,Small Businesses in Indiranagar Bangalore,Customer
TestVagrant Technologies Pvt Ltd,080 4371 7289,"2nd Floor, Hothur Square, 284, 100 Feet Rd, Stage 3, Indiranagar, Bengaluru, Karnataka 560038, India",http://www.testvagrant.com/,,Small Businesses in Indiranagar Bangalore,Customer
QODUM TECH SERVICES PRIVATE LIMITED,091104 21455,"235, 2nd & 3rd Floor, 13th Cross Rd, Indira Nagar II Stage, Hoysala Nagar, Indiranagar, Bengaluru, Karnataka 560038, India",http://qodumtech.com/,"wecare@qodumtech.com, qodumtech@gmail.com",Small Businesses in Indiranagar Bangalore,Customer
SetMyCompany,096111 89911,"271, 1st floor, 14th Cross,, Eshwara Layout, CMH Road, Indiranagar, Stage 2, Hoysala Nagar, Indiranagar, Benglauru, Bengaluru, Karnataka 560008, India",https://setmycompany.com/,,Small Businesses in Indiranagar Bangalore,Customer
HELLO STARTUPZ,084318 17891,"2nd Floor, No 198, Chinmaya Mission Hospital Rd, opposite HDFC Bank, Stage 2, Hoysala Nagar, Indiranagar, Bengaluru, Karnataka 560038, India",https://hellostartupz.com/,"info@hellostartupz.com, anoob@hellostartupz.com",Small Businesses in Indiranagar Bangalore,Customer
"Spacelance Bangalore - Virtual Office and Desk Space in Indiranagar, Bangalore",094000 31100,"2nd Floor, 198, Chinmaya Mission Hospital Rd, opposite to HDFC Bank, Stage 2, Hoysala Nagar, Indiranagar, Bengaluru, Karnataka 560038, India",https://www.spacelance.com/virtual-office/bangalore,support@spacelance.com,Small Businesses in Indiranagar Bangalore,Customer
Honebi commerce,080 4215 6999,"205, Paramahansa Yogananda Rd, Indira Nagar II Stage, Hoysala Nagar, Indiranagar, Bengaluru, Karnataka 560038, India",http://honebi.com/,name@yourcompany.com,Small Businesses in Indiranagar Bangalore,Customer
Moxo Bangalore,080 4941 8819,"#3794, 7th Main, 2nd Cross Rd, HAL 2nd Stage, Motappapalya, Indiranagar, Bengaluru, Karnataka 560008, India",https://moxo.com/,contact-us@moxo.com,Small Businesses in Indiranagar Bangalore,Customer
91Springboard Indiranagar,095975 19191,"George Thangaiah Complex, Sir.c.v. Raman General Hospital, 13, 80 Feet Rd, near Sir, Michealpalya 1st Stage, Indira Nagar 1st Stage, H Colony, Indiranagar, Bengaluru, Karnataka 560038, India",https://www.91springboard.com/co-working-office-space-bengaluru/indiranagar/,,Small Businesses in Indiranagar Bangalore,Customer
Maison du Brownie & Cheese Cake Pvt Ltd,079042 08667,"824,Ground Floor,2nd Cross, 11th Main Rd, HAL 2nd Stage, Appareddipalya, Indiranagar, Bengaluru, Karnataka 560008, India",,,Bakeries in Indiranagar Bangalore,Customer
Conçu Indiranagar,074837 66077,"1089/A, 12th Main Rd, Doopanahalli, Indiranagar, Bengaluru, Karnataka 560008, India",http://www.concu.in/,,Bakeries in Indiranagar Bangalore,Customer
Eleven Bakehouse - Indiranagar,090089 99629,"Ground floor, 1st Stage, 100ft Road, BBMP East, Binnamangala, Stage 1, Indiranagar, Bengaluru, Karnataka 560038, India",https://www.elevenbakehouse.com/,,Bakeries in Indiranagar Bangalore,Customer
Milano Bakery Cafe - Indiranagar,081233 35870,"509, Chinmaya Mission Hospital Rd, Defence Colony, Indiranagar, Bengaluru, Karnataka 560038, India",,,Bakeries in Indiranagar Bangalore,Customer
Cake Walk ಕೇಕ್ ವಾಕ್,080 4161 1644,"Shri Krishna Temple Rd, next to HDFC Bank, Kalyan Nagar, Indira Nagar 1st Stage, Stage 1, Indiranagar, Bengaluru, Karnataka 560038, India",http://www.cakewalk.co.in/,,Bakeries in Indiranagar Bangalore,Customer
SMOOR Lounge - Indiranagar,080 2521 1901,"1131, 100 Feet Rd, HAL 2nd Stage, Indiranagar, Bengaluru, Karnataka 560008, India",https://smoor.in/,,Bakeries in Indiranagar Bangalore,Customer
Paper & Pie,090357 00876,"Metro Pillar Number 55, 842/A, 100 Feet Rd, Indira Nagar 1st Stage, H Colony, Indiranagar, Bengaluru, Karnataka 560038, India",https://www.paperandpie.in/contact/,,Bakeries in Indiranagar Bangalore,Customer
Pibbles Bakery,080505 80687,"208, D'SOUZA COMPLEX, situated at, Paramahansa Yogananda Rd, opposite Garden City University, 2nd Stage, Indira Nagar II Stage, Hoysala Nagar, Indiranagar, Bengaluru, Karnataka 560038, India",https://instagram.com/pibblesbakery?igshid=NjZiMGI4OTY=,,Bakeries in Indiranagar Bangalore,Customer
Nuage Pâtisserie & Cafe,080 4852 0831,"787, 12th Main Rd, HAL 2nd Stage, Doopanahalli, Indiranagar, Bengaluru, Karnataka 560008, India",,,Bakeries in Indiranagar Bangalore,Customer
The Pizza Bakery - Indiranagar,080 4748 8477,"2985, 12th Main Rd, HAL 2nd Stage, Indiranagar, Bengaluru, Karnataka 560038, India",https://thepizzabakery.in/,,Bakeries in Indiranagar Bangalore,Customer
Melting moments Pastry hub indiranagar,096065 71722,"545, Chinmaya Mission Hospital Rd, opp. to vijayabank (BOB, Stage 1, Indiranagar, Bengaluru, Karnataka 560038, India",,,Bakeries in Indiranagar Bangalore,Customer
Cassia Bake Studio,098453 77075,"14A Cross Rd, Eshwara Layout, Indiranagar, Bengaluru, Karnataka 560008, India",https://cassiabakestudio.com/,info@cassiabakestudio.com,Bakeries in Indiranagar Bangalore,Customer
Anaia Cafe,093804 41818,"656, 100 Feet Rd, near Indiranagar, Stage 1, Indiranagar, Bengaluru, Karnataka 560038, India",,,Cafes in Indiranagar Bangalore,Customer
Copper + Cloves,089042 93030,"549A, 9th A Main Rd, Hoysala Nagar, Indiranagar, Bengaluru, Karnataka 560038, India",http://www.copperandcloves.com/our-cafe/,,Cafes in Indiranagar Bangalore,Customer
Lazy Suzy,080730 32246,"36, 80 Feet Rd, Hal, HAL 3rd Stage, Indiranagar, Bengaluru, Karnataka 560075, India",,,Cafes in Indiranagar Bangalore,Customer
The Kind Roastery and Brew Room Indiranagar,090350 45328,"2985, 12th Main Rd, HAL 2nd Stage, Indiranagar, Bengaluru, Karnataka 560008, India",https://thekindindia.com/,thekindindia@gmail.com,Cafes in Indiranagar Bangalore,Customer
"Casa Fresco, Indiranagar: All-Day Dining & Café",080 2525 0005,"609, 2nd Main Rd, off 100 Feet Road, Binnamangala, Stage 1, Indiranagar, Bengaluru, Karnataka 560038, India",http://www.casafresco.in/,"hi@typemade.mx, hello@casafresco.in",Cafes in Indiranagar Bangalore,Customer
Cafe Grey by Dongle & Co,096063 33284,"3rd Floor, No, 421/J, Shri Krishna Temple Rd, Indira Nagar 1st Stage, Stage 1, Indiranagar, Bengaluru, Karnataka 560038, India",https://dongle.community/cafe-to-work-in-indiranagar/,hello@dongle.community,Cafes in Indiranagar Bangalore,Customer
The Hole In The Wall,098450 23915,"2823, 80 Feet Rd, HAL 2nd Stage, Indiranagar, Bengaluru, Karnataka 560008, India",http://www.theholeinthewallcafe.org/,the.hole.in.the.wall.cafe@gmail.com,Cafes in Indiranagar Bangalore,Customer
Vanamo Global Eats and Caffeinary,090082 66669,"368, 100 Feet Rd, HAL 2nd Stage, Indiranagar, Bengaluru, Karnataka 560008, India",https://vanamo.in/,,Cafes in Indiranagar Bangalore,Customer
ARAKU Coffee,079939 89888,"968, 12th Main Rd, HAL 2nd Stage, Doopanahalli, Indiranagar, Bengaluru, Karnataka 560008, India",http://www.arakucoffee.in/,,Cafes in Indiranagar Bangalore,Customer
The Rameshwaram Cafe - Indiranagar,090711 79191,"847/1(Old No. 847/A), Binnamangala 1st Stage, 100 Feet Rd, Indira Nagar 1st Stage, H Colony, Indiranagar, Bengaluru, Karnataka 560038, India",https://therameshwaramcafe.org/about,,Cafes in Indiranagar Bangalore,Customer
TrueBrew Cafe & Restaurant,089711 54014,"3163, Paramahansa Yogananda Road, Double Road, 12th A Main Rd, HAL 2nd Stage, Defence Colony, Indiranagar, Bengaluru, Karnataka 560008, India",https://instagram.com/true.brew.cafe,,Cafes in Indiranagar Bangalore,Customer
HumbleBean Coffee & Pâtisserie,091641 00039,"3165, 60 Feet, 12th Cross Rd, HAL 2nd Stage, Defence Colony, Indiranagar, Bengaluru, Karnataka 560008, India",https://humblebean.com/,,Cafes in Indiranagar Bangalore,Customer
tribal brew daily | Indiranagar,084313 72424,"840/1, 100 Feet Rd, opposite MTR, Binnamangala, Stage 1, Indiranagar, Bengaluru, Karnataka 560038, India",http://www.tribalbrew.coffee/,,Cafes in Indiranagar Bangalore,Customer
Nanav Cafe,080 4216 1994,"2286, 14th A Main Rd, HAL 2nd Stage, Indiranagar, Bengaluru, Karnataka 560008, India",https://www.nanavcafe.com/,cafe@nanav.in,Cafes in Indiranagar Bangalore,Customer
Muru Muru,080500 09844,"33, 12th Cross Rd, Indira Nagar II Stage, Hoysala Nagar, Indiranagar, Bengaluru, Karnataka 560038, India",,,Cafes in Indiranagar Bangalore,Customer
Mon Cheri - Crafted Continental Dining,083104 78003,"545, jk horizon, Chinmaya Mission Hospital Rd, opposite Bank of Baroda, Stage 1, Indiranagar, Bengaluru, Karnataka 560038, India",,,Cafes in Indiranagar Bangalore,Customer
The Reservoire Koramangala,091489 09148,"17th Main Rd, KHB Colony, 5th Block, Koramangala, Bengaluru, Karnataka 560095, India",http://www.thereservoire.com/,thereservoire@gmail.com,Restaurants in Koramangala Bangalore,Customer
Koramangala Social,092280 35641,"Plot 118, Seventh Block, 80 Feet Rd, above Bodyworks Spa, KHB Colony, 7th Block, Koramangala, Bengaluru, Karnataka 560095, India",https://socialoffline.in/restaurant/koramangla-social/,feedback@impresario.in,Restaurants in Koramangala Bangalore,Customer
Fenny's Lounge & Kitchen,090360 82911,"3rd Floor, WJP7+39W, 115, 80 Feet Rd, above Starbucks, 7th Block, Koramangala, Bengaluru, Karnataka 560095, India",http://www.fennys.in/,,Restaurants in Koramangala Bangalore,Customer
Yuki - Brewhouse and Kitchen | Koramangala,089517 65556,"A/4, 3rd Floor, 100 Feet Rd, KHB Block Koramangala, 5th Block, Koramangala, Bengaluru, Karnataka 560095, India",https://yukipanasian.com/,,Restaurants in Koramangala Bangalore,Customer
Roots Restaurant,080 4171 1119,"43/A, 1st A main Road, main, Road, Jakkasandra, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034, India",http://rootsrestaurant.in/,roots@rootsrestaurant.in,Restaurants in Koramangala Bangalore,Customer
Maffei Kitchen,095910 39987,"No 23, Peace Vill, 5th Cross Rd, KHB Colony, 5th Block, Koramangala, Bengaluru, Karnataka 560095, India",https://www.maffei.in/,ceo@maffei.in,Restaurants in Koramangala Bangalore,Customer
Truffles Koramangala,080 4153 6565,"Apex Building, Ground Floor, A Wing, 93/A, 4th B Cross Rd, 5th Block, Koramangala, Bengaluru, Karnataka 560095, India",http://truffles.co.in/,info@truffles.net.in,Restaurants in Koramangala Bangalore,Customer
The Bier Library,091081 80000,"14, Patel Narayana Reddy Layout, 80 Feet Rd, 6th Block, Ejipura, Bengaluru, Karnataka 560095, India",https://thebierlibrary.in/,connect@frothytales.com,Restaurants in Koramangala Bangalore,Customer
Xero Degrees,096111 32277,"127, KHB Colony, 5th Block, Koramangala, Bengaluru, Karnataka 560095, India",http://www.xerodegrees.com/,,Restaurants in Koramangala Bangalore,Customer
Nagarjuna Restaurant Since 1984 - Koramangala,099455 18877,"138, 1st Cross Rd, KHB Colony, 5th Block, Koramangala, Bengaluru, Karnataka 560095, India",https://www.nagarjunarestaurants.com/,info@nagarjunarestaurants.com,Restaurants in Koramangala Bangalore,Customer
Royal rajasthani thali restaurant,073378 77282,"4, 80 Feet Rd, KHB Colony, 7th Block, Koramangala, Bengaluru, Karnataka 560095, India",https://sslumina.com/royal-rajasthani-thali/,,Restaurants in Koramangala Bangalore,Customer
Zubaan - Middle-Eastern Kitchen,077600 40004,"465/C, 17th G Main Rd, 6th Block, Koramangala, Bengaluru, Karnataka 560095, India",,,Restaurants in Koramangala Bangalore,Customer
"Chianti, Koramangala",080 4113 2021,"No 12,, 5th Block, Koramangala, KHB Colony, 5th Block, Koramangala, Bengaluru, Karnataka 560095, India",http://chiantiristorante.in/,chiantibangalore@gmail.com,Restaurants in Koramangala Bangalore,Customer
Marcopolo Cafe Koramangala,099722 33808,"43, 4th B Cross Rd, beside Tipsy Bull, KHB Colony, 5th Block, Koramangala Industrial Layout, Koramangala, Bengaluru, Karnataka 560095, India",,,Restaurants in Koramangala Bangalore,Customer
Karavali Fine Dine Restaurant - Kormangala,063639 98516,"14 First floor situated in SOMS - MEDHU, Hosur Main Road, above Mahindra Car Showroom, next to Christ Universe College, Venkateshwara Layout, Koramangala, Bengaluru, Karnataka 560030, India",https://karavalifinedine.com/,,Restaurants in Koramangala Bangalore,Customer
1 Bar House Kitchen (1BHK),095914 26566,"56, Raj villa, 5th cross, 60 Feet Rd, KHB Colony, 6th Block, Koramangala, Bengaluru, Karnataka 560095, India",,,Restaurants in Koramangala Bangalore,Customer
CHAMPAK - Champaran | The best North Indian restaurant in Bangalore,097173 57978,"112, 6th Main Rd, 6th Block, Koramangala, Bengaluru, Karnataka 560095, India",https://champakfood.com/,champakrestaurant@gmail.com,Restaurants in Koramangala Bangalore,Customer
D'Habitat Serviced Apartments in Bangalore Koramangala,098803 19550,"Plot No 485, 6th D Cross Rd, near IBP Petrol Bunk, 6th Block, Koramangala, Bengaluru, Karnataka 560095, India",https://d-habitat.com/,info@d-habitat.com,Hotels in Koramangala Bangalore,Customer
KORAMANGALA SUITES,088844 33269,"3rd Floor, No 62, 1st Main Rd, above Donne Biriyani House, KHB Colony, 7th Block, Koramangala, Bengaluru, Karnataka 560095, India",https://koramangalasuites.bookmystay.io/?utm_source=gmb&utm_campaign=website_buttton,,Hotels in Koramangala Bangalore,Customer
Regenta Inn Grand Koramangala,080 4165 6491,"No:3, 80 Feet Rd, near 91 Spring Board, opposite Koramangala Indoor Stadium, Koramangala 8th Block, Koramangala, Bengaluru, Karnataka 560095, India",,,Hotels in Koramangala Bangalore,Customer
